,x,y,z,class
72,0.341720866,0.8803529257,0.8083214638,1
73,0.3398630198,0.9682158271,0.8128848745,1
74,0.6116938652,0.8006662095,0.7988083105,1
75,0.7431059422,0.9360568519,0.7964524709,1
76,0.5588826614,0.8566667057,0.8942425838,1
77,0.243762139,0.8951501357,0.9052833345,1
78,0.0582491308,0.9661250749,0.85281067,1
79,0.4847503991,0.8256542346,0.7615201643,1
80,0.9166662933,0.9881406466,0.8063266946,1
81,0.2448305332,0.9033689873,0.7960638256,1
82,0.1935320997,0.8333583922,0.794982939,1
83,0.7376524985,0.9434217004,0.9759062247,1
84,0.6715648801,0.7966266687,0.8096703393,1
85,0.3435452527,0.8154794165,0.9600038767,1
86,0.9923572142,0.8704582181,0.8377803293,1
87,0.356283312,0.9735966071,0.8795650501,1
88,0.7759323486,0.8375568204,0.8623724385,1
89,0.0254949266,0.9324824839,0.910872538,1
90,0.2813103264,0.8242755113,0.9600254527,1
91,0.7228289889,0.7811096908,0.9260154816,1
92,0.6926004156,0.9966878394,0.9273746752,1
93,0.3749383537,0.7901298793,0.7793540791,1
94,0.0524569682,0.8002903389,0.9651136841,1
95,0.8473817608,0.838177261,0.9933273678,1
96,0.1442377302,0.7690917341,0.8501047836,1
97,0.3074335642,0.8874222829,0.7980817894,1
98,0.4301377551,0.7850774446,0.9565831049,1
99,0.4591021624,0.8207196028,0.8273375737,1
100,0.0195738119,0.8467550526,0.8933531935,1
101,0.1982439929,0.9334204174,0.7723942155,1
102,0.0445204051,0.8907085151,0.9025330063,1
103,0.8923643003,0.934875651,0.9867129567,1
104,0.8187472066,0.8051099295,0.9257382695,1
105,0.758237381,0.7648631323,0.7533982159,1
106,0.7011043117,0.8701339707,0.8291829741,1
107,0.8381166174,0.8457889428,0.8956091881,1
108,0.6882549487,0.9684513899,0.7956160712,1
109,0.8668883839,0.763244663,0.769405248,1
110,0.3844629612,0.8676914078,0.7828258573,1
111,0.7622300249,0.8628266389,0.8604987907,1
112,0.9905541937,0.8194323704,0.8568667232,1
113,0.4093753395,0.9066660103,0.7510546556,1
114,0.2997759967,0.810472855,0.9611274638,1
115,0.7778818351,0.9204610924,0.7553478606,1
116,0.6085290217,0.9589903182,0.966744733,1
117,0.2089855552,0.8709448634,0.7551366024,1
118,0.377899464,0.8989500552,0.8796087769,1
119,0.4775095154,0.9666648998,0.8657389077,1
120,0.6702839269,0.9410996042,0.9369895949,1
121,0.8753870989,0.8951529808,0.9859650087,1
122,0.1064317103,0.8224542518,0.7807049424,1
123,0.572352153,0.7991189569,0.8166798226,1
124,0.5786944695,0.8969056752,0.8727466643,1
125,0.4812044932,0.9178304462,0.9544391218,1
126,0.8904740568,0.7524065622,0.786817648,1
127,0.6018900431,0.8903574508,0.9010872471,1
128,0.9349996997,0.8894395151,0.9213240261,1
129,0.8268518392,0.8207755228,0.8433746051,1
130,0.0446223221,0.8643320817,0.9630861171,1
131,0.2560747003,0.8750212252,0.7686348084,1
132,0.7628911706,0.8949071717,0.8185557677,1
133,0.0148595751,0.7547852038,0.9499616251,1
134,0.4308889708,0.7979044433,0.8119680674,1
135,0.9203089799,0.8949833594,0.8395729604,1
136,0.8491524453,0.9299814359,0.8293078613,1
137,0.9774441486,0.8424260728,0.9717377081,1
138,0.1029301567,0.857755891,0.9339707303,1
139,0.4661961375,0.8800831649,0.8371954673,1
140,0.0063097393,0.8597702572,0.8686013535,1
141,0.7793757217,0.8876557599,0.8616097298,1
142,0.4738937959,0.925422586,0.8327164738,1
143,0.1690149461,0.8621323981,0.8418590752,1
144,0.7211699875,0.9954209505,0.8809391996,1
145,0.8743125722,0.920294497,0.8579723041,1
146,0.1800234036,0.8369398256,0.9219505408,1
147,0.1721898017,0.9710751954,0.8617834035,1
148,0.1470152645,0.8013040287,0.8866089961,1
149,0.4053097798,0.9874024073,0.9767445222,1
150,0.4324438262,0.9552846087,0.9486040746,1
151,0.1877435513,0.9594116125,0.8980951827,1
152,0.1692099394,0.8312866629,0.8373575745,1
153,0.4154822798,0.8716868649,0.9009742874,1
154,0.3360331494,0.9817551746,0.9875670396,1
155,0.2063933737,0.9329884947,0.9347417126,1
156,0.4119962291,0.9593209974,0.9870105264,1
157,0.5992675235,0.8425148113,0.9132074207,1
158,0.5648206659,0.9654130859,0.9982387945,1
159,0.1081589963,0.8533637491,0.751517517,1
160,0.1391264792,0.882305336,0.9428740449,1
161,0.3658525029,0.758985483,0.8613556807,1
162,0.8675522257,0.8785462442,0.8330240571,1
163,0.5882672051,0.9918611178,0.8541446083,1
164,0.3351884137,0.846276572,0.8514157633,1
165,0.0521028889,0.9818643433,0.828803193,1
166,0.2255359415,0.8871566481,0.7561822482,1
167,0.4981667069,0.866597059,0.8426902714,1
168,0.1272496136,0.9252494358,0.9221198091,1
169,0.0634910313,0.8860271754,0.8049968322,1
170,0.2936162383,0.9156620968,0.9152680534,1
171,0.1254834218,0.9661033876,0.9477247423,1
172,0.5151982999,0.8660044396,0.9536340806,1
173,0.8788098507,0.9593236713,0.7543733219,1
174,0.7229732792,0.8634000862,0.946523709,1
175,0.289017447,0.9044052314,0.8199552153,1
176,0.7566323415,0.9272263593,0.7732165296,1
177,0.870922507,0.9672893037,0.8911630677,1
178,0.8270335137,0.7796404951,0.8997404341,1
179,0.3230768335,0.9314308855,0.8915130514,1
180,0.7863923898,0.8518812135,0.9112843341,1
181,0.0496732262,0.9250985654,0.8207939004,1
182,0.863868925,0.8473230393,0.8898635642,1
183,0.1274758826,0.7668838133,0.9898296781,1
184,0.3552384232,0.8524964012,0.91626523,1
185,0.7071697037,0.9210821216,0.9552146296,1
186,0.3568949685,0.8556939716,0.8089843137,1
187,0.1717539176,0.7834343549,0.9830850256,1
188,0.4074107883,0.7656883222,0.8045899767,1
189,0.9211381448,0.9946929357,0.9990095522,1
190,0.8475866078,0.937823287,0.9570217894,1
191,0.848089268,0.9509175578,0.7978296956,1
192,0.3184384571,0.9522992919,0.9302011855,1
193,0.4909541989,0.9640657451,0.9708409602,1
194,0.6206802912,0.9669128883,0.8348915776,1
195,0.3047093914,0.9496539664,0.8126268526,1
196,0.3428358841,0.8212265205,0.9539879741,1
197,0.7811453617,0.796156605,0.9407946938,1
198,0.6293736787,0.8537088714,0.7991435574,1
199,0.3681429529,0.9053004633,0.8949521883,1
200,0.7015812914,0.8886303277,0.9339494919,1
201,0.3369404087,0.8451798416,0.7527196018,1
202,0.3865048147,0.9043285271,0.7859007794,1
203,0.5322093118,0.9211775031,0.84914283,1
204,0.079223155,0.8048500175,0.9372119065,1
205,0.5796303139,0.9105000212,0.8709860545,1
206,0.330509173,0.9239425841,0.8581631669,1
207,0.5574263947,0.7691956562,0.986002879,1
208,0.9341864528,0.8585938556,0.8386065711,1
209,0.3071802587,0.8322619451,0.8281004478,1
210,0.7719244917,0.9573315363,0.9456264615,1
211,0.9373881782,0.8900156607,0.7529166709,1
212,0.4549107268,0.8532608969,0.9035907185,1
213,0.9304602449,0.7980821874,0.8551661329,1
214,0.6439356944,0.8432857571,0.8319580408,1
215,0.4544186452,0.7677616237,0.9176231492,1
216,0.326905916,0.7653153192,0.9453226414,1
217,0.4056203982,0.8240898648,0.9782363655,1
218,0.2895119204,0.8869016026,0.8970620362,1
219,0.5276437611,0.826984595,0.7618822795,1
220,0.0877624918,0.7610018805,0.8407372192,1
221,0.230630948,0.9699478694,0.8772435897,1
222,0.705856154,0.965994289,0.8982373438,1
223,0.0600177855,0.9653504394,0.823000326,1
224,0.0214452813,0.9959543024,0.8410505229,1
225,0.6274091769,0.800876656,0.8675721375,1
226,0.1425760279,0.9849956236,0.7972514859,1
227,0.2927283798,0.7502015176,0.9407427355,1
228,0.2188528499,0.8288429187,0.752527207,1
229,0.8401250851,0.7972102594,0.8335603231,1
230,0.9888141367,0.9313409032,0.955248388,1
231,0.1163295561,0.7620663545,0.9921855637,1
232,0.9179949218,0.8983814494,0.8810591365,1
233,0.3117003124,0.8364522598,0.8363826689,1
234,0.2872971734,0.8600068733,0.8473815119,1
235,0.5645835502,0.7648982586,0.7610643345,1
236,0.1349397586,0.7684603551,0.9644532516,1
237,0.1212172122,0.8141239357,0.9511297448,1
238,0.9047899086,0.883358949,0.9919527206,1
239,0.6059768826,0.7817521744,0.86604511,1
240,0.5786990176,0.8993650838,0.7572999598,1
241,0.4728332472,0.8029955291,0.9092992881,1
242,0.3792664702,0.8060102631,0.9663161946,1
243,0.2981911225,0.808511913,0.9948422096,1
244,0.5023152255,0.7774140283,0.7576735214,1
245,0.4645326233,0.8498388957,0.8403281583,1
246,0.9173578194,0.7709666587,0.8102264935,1
247,0.8536212712,0.823345619,0.9994193633,1
248,0.750217984,0.9804917562,0.9070340734,1
249,0.4412701335,0.8404237219,0.8599537306,1
250,0.3729036059,0.7562895449,0.9429075425,1
251,0.2193135899,0.934888027,0.8309972085,1
252,0.6008468606,0.7895291677,0.9807868955,1
253,0.4698509423,0.8818423247,0.772553352,1
254,0.7483593447,0.9369270981,0.7836817395,1
255,0.7552601891,0.85071525,0.8252292533,1
256,0.8050322563,0.794957246,0.7727873609,1
257,0.4890803564,0.9058877197,0.8946514478,1
258,0.1005353872,0.8458682406,0.9058259529,1
259,0.0600751704,0.8043584023,0.9796179561,1
260,0.0511563271,0.7829801484,0.790434248,1
261,0.9250385999,0.9664468631,0.9164499508,1
262,0.8245922932,0.7785619821,0.9667811621,1
263,0.5704998085,0.8610943809,0.9147921894,1
264,0.2155027662,0.7873104776,0.7534946837,1
265,0.8537646038,0.9891848527,0.7890010164,1
266,0.5790576648,0.7681672337,0.9821204221,1
267,0.4438499599,0.8310563266,0.7716958157,1
268,0.5384627816,0.8788782348,0.8978096883,1
269,0.4313700015,0.8535255397,0.7637479315,1
270,0.0835947297,0.806188712,0.9349537482,1
271,0.1858623417,0.7912300525,0.9047299883,1
272,0.7348259233,0.9996360496,0.9810838133,1
273,0.4437777435,0.892175912,0.8777625682,1
274,0.9768791969,0.9833538052,0.8925948839,1
275,0.4149820772,0.7846685108,0.936625784,1
276,0.2224277083,0.7686041997,0.8001604082,1
277,0.4521131183,0.8266944623,0.8502117539,1
278,0.2965960179,0.8598236802,0.8000220061,1
279,0.7556756581,0.9287287379,0.8022771265,1
280,0.9267528604,0.871817128,0.8252739961,1
281,0.8538318074,0.7550103326,0.8945134055,1
282,0.3177620461,0.7730530801,0.9059995612,1
283,0.098412808,0.7930362171,0.9754828167,1
284,0.1253008409,0.8917514534,0.9043221088,1
285,0.8445283391,0.8277404957,0.808398594,1
286,0.9403085837,0.1682958902,0.9094119912,2
287,0.8029717021,0.2296314096,0.8863650199,2
288,0.8339429183,0.0955865506,0.2569421963,2
289,0.9547383986,0.1625848275,0.4617728549,2
290,0.9646265968,0.0896318231,0.0946732468,2
291,0.8688290599,0.0840796729,0.6603225437,2
292,0.8921796831,0.0443791123,0.7208471007,2
293,0.982265179,0.1756384373,0.6582751791,2
294,0.9501616278,0.1634647014,0.4604195859,2
295,0.8826424079,0.1486348423,0.7364203772,2
296,0.8616387648,0.1527009658,0.301039329,2
297,0.8059622614,0.2477817807,0.9780579372,2
298,0.8481557859,0.1977150599,0.5430444079,2
299,0.968986468,0.0199533437,0.7365032719,2
300,0.9649187826,0.2410753118,0.5254394885,2
301,0.9949148898,0.217076878,0.796872546,2
302,0.9924042349,0.0668169745,0.5593967049,2
303,0.7509470671,0.2007333496,0.341602887,2
304,0.8564975518,0.2212673879,0.4847343762,2
305,0.9789676758,0.1347655914,0.2692718913,2
306,0.7773969446,0.0148176341,0.2024129359,2
307,0.8508170562,0.232875881,0.5511736257,2
308,0.9888002337,0.0296209355,0.6352949427,2
309,0.8496811933,0.041044169,0.9804883935,2
310,0.7645043077,0.1271173905,0.899274247,2
311,0.9270664113,0.0537209891,0.6877317175,2
312,0.9369670771,0.1917752946,0.4805958536,2
313,0.7764179998,0.0518237764,0.3804574562,2
314,0.7895064042,0.137090782,0.5965435279,2
315,0.9208562913,0.1942559663,0.3727005413,2
316,0.8420886615,0.08044345,0.5236933487,2
317,0.8754739997,0.244764498,0.6948422678,2
318,0.8423707677,0.0644219079,0.7155401891,2
319,0.9757759064,0.1439004538,0.6321314406,2
320,0.7918847693,0.2297167726,0.3851983096,2
321,0.8345462831,0.1920617966,0.2869140657,2
322,0.9526701226,0.0617280126,0.1040752516,2
323,0.7997249183,0.0757441669,0.0664838331,2
324,0.9422853225,0.2092661637,0.7820348085,2
325,0.8220355143,0.1677549963,0.8688468742,2
326,0.7569917329,0.0838542923,0.6566465641,2
327,0.916602707,0.04623237,0.0794670011,2
328,0.9179487842,0.2446400732,0.8466226642,2
329,0.8355335803,0.216147815,0.1052496077,2
330,0.9766444779,0.0459239474,0.765250718,2
331,0.8871374706,0.0945269988,0.0985314082,2
332,0.8335431308,0.0690257232,0.1250155389,2
333,0.9314079704,0.0587230445,0.9622618554,2
334,0.9218775538,0.1860557319,0.8524631716,2
335,0.9138546371,0.0227066333,0.9485510516,2
336,0.9392574953,0.039811031,0.1589081022,2
337,0.9820952368,0.024195741,0.0805790538,2
338,0.9155211433,0.0755698,0.3748350325,2
339,0.949515253,0.0813395928,0.5257807146,2
340,0.7589634371,0.1919471044,0.9625695937,2
341,0.9007926572,0.1144989945,0.3732518002,2
342,0.9194601926,0.2125479939,0.5023873735,2
343,0.8954909493,0.1882964086,0.6868448004,2
344,0.8806596707,0.158394364,0.0191850327,2
345,0.8738339034,0.0345807055,0.8512490196,2
346,0.7802680075,0.1649737555,0.2211043981,2
347,0.8003779547,0.0930095298,0.5402447768,2
348,0.7929786198,0.1107703985,0.3680192442,2
349,0.927705134,0.1108164159,0.4444663206,2
350,0.8353796091,0.0777720766,0.2344507028,2
351,0.986593845,0.2130745969,0.8500078372,2
352,0.9980747143,0.1305117591,0.9257987137,2
353,0.8276900074,0.0287665036,0.6643242193,2
354,0.9025842327,0.0001838992,0.6349558365,2
355,0.8667494591,0.2415276507,0.1747859479,2
356,0.9255337402,0.1841399604,0.4735065403,2
357,0.8349687043,0.1845571379,0.8877114414,2
358,0.8255362814,0.1302163227,0.1260404852,2
359,0.8943304703,0.1746269948,0.2593981992,2
360,0.9787040038,0.0148973548,0.180273413,2
361,0.7658773229,0.0412399708,0.3616765223,2
362,0.9575217189,0.1977753217,0.6575482013,2
363,0.9264515116,0.1179722348,0.9018431937,2
364,0.9322505421,0.1527105594,0.2132265563,2
365,0.9011228246,0.1082108169,0.6432519436,2
366,0.7912472503,0.0825744831,0.4865836087,2
367,0.9729104236,0.1128500486,0.9783269786,2
368,0.827906704,0.180872026,0.7039406809,2
369,0.9967025986,0.1603901236,0.8225850915,2
370,0.8213945457,0.198010057,0.7830319577,2
371,0.773572032,0.1042451536,0.8634232346,2
372,0.8137378939,0.2271257772,0.4615985497,2
373,0.7957438435,0.1309266789,0.7547984212,2
374,0.7932306824,0.1392531145,0.1982941034,2
375,0.8070586247,0.0386616224,0.9107742012,2
376,0.8645541215,0.0594886098,0.9190491887,2
377,0.9212261405,0.2133593531,0.2323914838,2
378,0.8360491383,0.1557643733,0.7311197377,2
379,0.9643295193,0.1128505315,0.8979198064,2
380,0.8146330563,0.1572328777,0.5223272452,2
381,0.9237674035,0.0107058212,0.0844864107,2
382,0.925940491,0.1197137423,0.7283713033,2
383,0.7800985855,0.1081829537,0.868867588,2
384,0.7504823155,0.0624708508,0.0428916425,2
385,0.9137271881,0.2261505589,0.4715448804,2
386,0.7619370071,0.1047732075,0.7021183632,2
387,0.8025276285,0.1623879272,0.3160406065,2
388,0.8814612228,0.1935920708,0.1980749983,2
389,0.8433862394,0.1075333367,0.525905017,2
390,0.9608285663,0.2278768814,0.4129722281,2
391,0.8748468822,0.1402063461,0.3155689286,2
392,0.9375848278,0.1134337372,0.3658388287,2
393,0.8867579618,0.1422787255,0.8843177694,2
394,0.7950196479,0.0845127708,0.5431241256,2
395,0.7975039718,0.1821928485,0.755571072,2
396,0.8697047543,0.0486826318,0.6787194246,2
397,0.7945457522,0.0310009896,0.6652370077,2
398,0.8478972114,0.160271286,0.5696696129,2
399,0.7999875461,0.1670448219,0.4435148553,2
400,0.8765166482,0.2039743543,0.0485399168,2
401,0.9814440726,0.1191822997,0.1550800654,2
402,0.7852112965,0.0641044527,0.7083891169,2
403,0.8705793256,0.2288876552,0.4939164415,2
404,0.9379552451,0.2176403523,0.6410797217,2
405,0.9906848765,0.0803491857,0.7481118669,2
406,0.7908419047,0.0548162771,0.8999172265,2
407,0.9452497926,0.1451805118,0.8205092975,2
408,0.8685400119,0.0428624898,0.4290385135,2
409,0.8339097105,0.1324483528,0.9560244756,2
410,0.9552830185,0.1205322484,0.5923640858,2
411,0.9797369671,0.0660715183,0.4440389082,2
412,0.9353444942,0.16874912,0.7911674946,2
413,0.7651306773,0.0743358474,0.4397974371,2
414,0.8332922678,0.2381665516,0.2042911416,2
415,0.9989540703,0.0221214204,0.5723089473,2
416,0.7531522054,0.2325244455,0.0338608767,2
417,0.8295357255,0.1089022296,0.4981064745,2
418,0.9037029342,0.0912004184,0.8361146785,2
419,0.9578189721,0.0766799527,0.7317418575,2
420,0.8144513816,0.1876669056,0.1900828748,2
421,0.7523162238,0.2281779196,0.3436014669,2
422,0.8924163703,0.1792244639,0.9619486311,2
423,0.8058496116,0.135062379,0.9429231565,2
424,0.9345904001,0.1105527631,0.8358804442,2
425,0.8309810863,0.2302894526,0.1116066098,2
426,0.9294621321,0.1302740721,0.1831587318,2
427,0.934729602,0.1141848807,0.8554310426,2
428,0.8926009966,0.0682414342,0.8576054829,2
429,0.9604812541,0.1732122397,0.467995483,2
430,0.8799954905,0.0546217874,0.7651124597,2
431,0.8855271701,0.0957571156,0.7407099537,2
432,0.9122241989,0.0515219038,0.8831951125,2
433,0.7574649961,0.0531653103,0.2230367507,2
434,0.983389448,0.1550233326,0.39092123,2
435,0.8803501452,0.0191899284,0.9735519504,2
436,0.8038628542,0.1945710705,0.9091175012,2
437,0.9372222441,0.0939227476,0.2958711789,2
438,0.8419620629,0.2179814284,0.7882398688,2
439,0.9195213033,0.0583771447,0.4360032855,2
440,0.902515062,0.2250397357,0.7940345025,2
441,0.9504681492,0.1044978956,0.3537374788,2
442,0.9339648559,0.1509874865,0.2335436814,2
443,0.9322649461,0.2219186305,0.9875590454,2
444,0.9875973404,0.2019924666,0.225400937,2
445,0.8581166011,0.0439238114,0.1995813709,2
446,0.9195699572,0.1553727016,0.8218938347,2
447,0.8601426815,0.1902506977,0.7619002224,2
448,0.869544815,0.1669728063,0.0071072695,2
449,0.8555527317,0.0650495847,0.6307039568,2
450,0.9373104461,0.1647535067,0.9570103739,2
451,0.7679349785,0.0003113748,0.8319157071,2
452,0.9871402085,0.0855371727,0.1225087286,2
453,0.8182218075,0.195344619,0.4964781364,2
454,0.9091582284,0.0017066873,0.8538283019,2
455,0.7648714553,0.2406805545,0.4986290943,2
456,0.8144402964,0.2407628984,0.9668418788,2
457,0.7628371671,0.1679253276,0.2905360798,2
458,0.8744395215,0.2363085746,0.4195689524,2
459,0.8759578762,0.1930466882,0.4828332395,2
460,0.9637756731,0.2174454095,0.742565965,2
461,0.8726171677,0.051429012,0.3837212611,2
462,0.8110903634,0.1628553921,0.5936113161,2
463,0.752511066,0.0889873857,0.5776100312,2
464,0.9889251823,0.201574927,0.2523892464,2
465,0.7570881948,0.0372838315,0.3103788076,2
466,0.9338827929,0.0252265155,0.5796270631,2
467,0.9264053674,0.0374970777,0.9832477039,2
468,0.7875546614,0.0520933897,0.1490753845,2
469,0.9696669406,0.1985787081,0.9360584496,2
470,0.8461568455,0.0060490029,0.9301452285,2
471,0.9045881951,0.0580472914,0.4545775172,2
472,0.9314649363,0.0445539642,0.2690767909,2
473,0.7992708256,0.0006288334,0.6081606159,2
474,0.7778403222,0.2032856569,0.7846662542,2
475,0.7785428133,0.030911638,0.7162126782,2
476,0.7535477597,0.0111019964,0.0554691066,2
477,0.9939336849,0.1843790942,0.0273483717,2
478,0.8983124964,0.2318933895,0.7559430022,2
479,0.8233044997,0.1262501782,0.4243120088,2
480,0.8754964026,0.2052929243,0.2291822336,2
481,0.761318669,0.1523594529,0.1244505593,2
482,0.9964957638,0.0572373716,0.2478214258,2
483,0.7554016524,0.2321670903,0.3228790804,2
484,0.9293854146,0.1115065647,0.5334060509,2
485,0.8057804796,0.0342449674,0.4366186578,2
486,0.8706065502,0.0107803688,0.0331430086,2
487,0.8249419137,0.2014806205,0.4757491841,2
488,0.7808267901,0.2399306281,0.4298480814,2
489,0.860127079,0.140366509,0.441757574,2
490,0.8809925573,0.1629046464,0.8952140529,2
491,0.8187442631,0.2011083426,0.6929753821,2
492,0.9163872399,0.1773974318,0.324474643,2
493,0.9189443236,0.1937969672,0.1642421649,2
494,0.8766431772,0.1276391466,0.4740280523,2
495,0.7622072672,0.1266022813,0.8416058638,2
496,0.7729587729,0.1853286779,0.8793262208,2
497,0.9312158498,0.0415081245,0.47214046,2
498,0.9931731077,0.1716545578,0.4139136556,2
499,0.8058845077,0.2256707519,0.4471524572,2
500,0.9480530254,0.19159608,0.9414418724,2
501,0.7655185343,0.1773801978,0.5006181421,2
502,0.9376476169,0.2408884637,0.2450932683,2
503,0.9321010542,0.0233619371,0.3334425853,2
504,0.9922566516,0.1758158127,0.889593703,2
505,0.7543155172,0.0292568183,0.770180251,2
506,0.8425141972,0.0146901798,0.157241514,2
507,0.8574615997,0.0558476122,0.8680649463,2
508,0.8387680348,0.2060772183,0.4267432168,2
509,0.9170880947,0.1860046235,0.0237239797,2
510,0.93204598,0.0646611752,0.6734762711,2
511,0.832761023,0.1296011716,0.1127112915,2
512,0.9693099418,0.0171293732,0.8520841852,2
513,0.8652838963,0.1478410141,0.2736888821,2
514,0.8528897261,0.240915123,0.5263522451,2
515,0.8696896698,0.1392913847,0.214090341,2
516,0.9296210103,0.1501317769,0.0284392096,2
517,0.8964390134,0.0793152225,0.7467914475,2
518,0.7806118841,0.2304379492,0.3685442253,2
519,0.9020809008,0.213580611,0.5812731257,2
520,0.7945690373,0.2149711985,0.5424457924,2
521,0.7873107991,0.139210683,0.5471540205,2
522,0.7586168845,0.0437326508,0.0413564825,2
523,0.828183399,0.2196687736,0.4205836244,2
524,0.8891488542,0.1979303792,0.5280372673,2
525,0.7529214869,0.1986342743,0.1019478126,2
526,0.9880958016,0.0399896109,0.9675027558,2
527,0.754972557,0.1903883537,0.8925445883,2
528,0.8601322359,0.1462835942,0.007445327,2
529,0.7830771108,0.0633734147,0.0565970025,2
530,0.9667767069,0.102812384,0.4381377418,2
531,0.7893652041,0.2298728084,0.10485634,2
532,0.7909655498,0.0992373091,0.9905829432,2
533,0.9274446233,0.1065137399,0.7485285127,2
534,0.8086412337,0.2246993177,0.7333671006,2
535,0.8898364831,0.1286453979,0.7926815981,2
536,0.831663787,0.1613992938,0.7524377746,2
537,0.9343318722,0.0379390296,0.0230079009,2
538,0.979571373,0.0072957906,0.1342248044,2
539,0.972526369,0.0614795659,0.4299514517,2
540,0.9664874575,0.1982808284,0.1261197128,2
541,0.9362951432,0.0139168089,0.9601852947,2
542,0.9956337446,0.195442314,0.8197153585,2
543,0.8717806129,0.193661395,0.8219812321,2
544,0.9410753438,0.0840922662,0.8576077847,2
545,0.9586735073,0.0551307137,0.7661228089,2
546,0.8134993801,0.1674573668,0.7457943885,2
547,0.8648654282,0.0484641719,0.7054021417,2
548,0.7787409149,0.0747241986,0.878604024,2
549,0.9551776032,0.1118940314,0.4236166717,2
550,0.9707725521,0.216017857,0.3214468635,2
551,0.7744623807,0.1278418835,0.9455102379,2
552,0.7782347159,0.0219498151,0.677374691,2
553,0.9658454866,0.0940380601,0.527033699,2
554,0.8487702516,0.0800754927,0.4200941497,2
555,0.9421460274,0.1698371991,0.0421240958,2
556,0.8685919847,0.0389861331,0.9162726256,2
557,0.9827918051,0.0102943082,0.4624757019,2
558,0.9482868681,0.1220154599,0.2212593516,2
559,0.8663852136,0.0356354716,0.7134148167,2
560,0.9936009836,0.119798031,0.2261545316,2
561,0.7893042935,0.1995559714,0.0179459646,2
562,0.7587710998,0.2482040897,0.1807520119,2
563,0.7916727463,0.0285155533,0.123305998,2
564,0.9462146158,0.00792313,0.1667898067,2
