,left-weight,left-distance,right-weight,right-distance,class
95,0.0,3.0,4.0,0.0,2.0
96,0.0,3.0,4.0,1.0,2.0
97,0.0,3.0,4.0,2.0,2.0
98,0.0,3.0,4.0,3.0,2.0
99,0.0,3.0,4.0,4.0,2.0
100,0.0,4.0,0.0,0.0,1.0
101,0.0,4.0,0.0,1.0,1.0
102,0.0,4.0,0.0,2.0,1.0
103,0.0,4.0,0.0,3.0,1.0
104,0.0,4.0,0.0,4.0,0.0
105,0.0,4.0,1.0,0.0,1.0
106,0.0,4.0,1.0,1.0,1.0
107,0.0,4.0,1.0,2.0,2.0
108,0.0,4.0,1.0,3.0,2.0
109,0.0,4.0,1.0,4.0,2.0
110,0.0,4.0,2.0,0.0,1.0
111,0.0,4.0,2.0,1.0,2.0
112,0.0,4.0,2.0,2.0,2.0
113,0.0,4.0,2.0,3.0,2.0
114,0.0,4.0,2.0,4.0,2.0
115,0.0,4.0,3.0,0.0,1.0
116,0.0,4.0,3.0,1.0,2.0
117,0.0,4.0,3.0,2.0,2.0
118,0.0,4.0,3.0,3.0,2.0
119,0.0,4.0,3.0,4.0,2.0
120,0.0,4.0,4.0,0.0,0.0
121,0.0,4.0,4.0,1.0,2.0
122,0.0,4.0,4.0,2.0,2.0
123,0.0,4.0,4.0,3.0,2.0
124,0.0,4.0,4.0,4.0,2.0
125,1.0,0.0,0.0,0.0,1.0
126,1.0,0.0,0.0,1.0,0.0
127,1.0,0.0,0.0,2.0,2.0
128,1.0,0.0,0.0,3.0,2.0
129,1.0,0.0,0.0,4.0,2.0
130,1.0,0.0,1.0,0.0,0.0
131,1.0,0.0,1.0,1.0,2.0
132,1.0,0.0,1.0,2.0,2.0
133,1.0,0.0,1.0,3.0,2.0
134,1.0,0.0,1.0,4.0,2.0
135,1.0,0.0,2.0,0.0,2.0
136,1.0,0.0,2.0,1.0,2.0
137,1.0,0.0,2.0,2.0,2.0
138,1.0,0.0,2.0,3.0,2.0
139,1.0,0.0,2.0,4.0,2.0
140,1.0,0.0,3.0,0.0,2.0
141,1.0,0.0,3.0,1.0,2.0
142,1.0,0.0,3.0,2.0,2.0
143,1.0,0.0,3.0,3.0,2.0
144,1.0,0.0,3.0,4.0,2.0
145,1.0,0.0,4.0,0.0,2.0
146,1.0,0.0,4.0,1.0,2.0
147,1.0,0.0,4.0,2.0,2.0
148,1.0,0.0,4.0,3.0,2.0
149,1.0,0.0,4.0,4.0,2.0
150,1.0,1.0,0.0,0.0,1.0
151,1.0,1.0,0.0,1.0,1.0
152,1.0,1.0,0.0,2.0,1.0
153,1.0,1.0,0.0,3.0,0.0
154,1.0,1.0,0.0,4.0,2.0
155,1.0,1.0,1.0,0.0,1.0
156,1.0,1.0,1.0,1.0,0.0
157,1.0,1.0,1.0,2.0,2.0
158,1.0,1.0,1.0,3.0,2.0
159,1.0,1.0,1.0,4.0,2.0
160,1.0,1.0,2.0,0.0,1.0
161,1.0,1.0,2.0,1.0,2.0
162,1.0,1.0,2.0,2.0,2.0
163,1.0,1.0,2.0,3.0,2.0
164,1.0,1.0,2.0,4.0,2.0
165,1.0,1.0,3.0,0.0,0.0
166,1.0,1.0,3.0,1.0,2.0
167,1.0,1.0,3.0,2.0,2.0
168,1.0,1.0,3.0,3.0,2.0
169,1.0,1.0,3.0,4.0,2.0
170,1.0,1.0,4.0,0.0,2.0
171,1.0,1.0,4.0,1.0,2.0
172,1.0,1.0,4.0,2.0,2.0
173,1.0,1.0,4.0,3.0,2.0
174,1.0,1.0,4.0,4.0,2.0
175,1.0,2.0,0.0,0.0,1.0
176,1.0,2.0,0.0,1.0,1.0
177,1.0,2.0,0.0,2.0,1.0
178,1.0,2.0,0.0,3.0,1.0
179,1.0,2.0,0.0,4.0,1.0
180,1.0,2.0,1.0,0.0,1.0
181,1.0,2.0,1.0,1.0,1.0
182,1.0,2.0,1.0,2.0,0.0
183,1.0,2.0,1.0,3.0,2.0
184,1.0,2.0,1.0,4.0,2.0
185,1.0,2.0,2.0,0.0,1.0
186,1.0,2.0,2.0,1.0,0.0
187,1.0,2.0,2.0,2.0,2.0
188,1.0,2.0,2.0,3.0,2.0
189,1.0,2.0,2.0,4.0,2.0
190,1.0,2.0,3.0,0.0,1.0
191,1.0,2.0,3.0,1.0,2.0
192,1.0,2.0,3.0,2.0,2.0
193,1.0,2.0,3.0,3.0,2.0
194,1.0,2.0,3.0,4.0,2.0
195,1.0,2.0,4.0,0.0,1.0
196,1.0,2.0,4.0,1.0,2.0
197,1.0,2.0,4.0,2.0,2.0
198,1.0,2.0,4.0,3.0,2.0
199,1.0,2.0,4.0,4.0,2.0
200,1.0,3.0,0.0,0.0,1.0
201,1.0,3.0,0.0,1.0,1.0
202,1.0,3.0,0.0,2.0,1.0
203,1.0,3.0,0.0,3.0,1.0
204,1.0,3.0,0.0,4.0,1.0
205,1.0,3.0,1.0,0.0,1.0
206,1.0,3.0,1.0,1.0,1.0
207,1.0,3.0,1.0,2.0,1.0
208,1.0,3.0,1.0,3.0,0.0
209,1.0,3.0,1.0,4.0,2.0
210,1.0,3.0,2.0,0.0,1.0
211,1.0,3.0,2.0,1.0,1.0
212,1.0,3.0,2.0,2.0,2.0
213,1.0,3.0,2.0,3.0,2.0
214,1.0,3.0,2.0,4.0,2.0
215,1.0,3.0,3.0,0.0,1.0
216,1.0,3.0,3.0,1.0,0.0
217,1.0,3.0,3.0,2.0,2.0
218,1.0,3.0,3.0,3.0,2.0
219,1.0,3.0,3.0,4.0,2.0
220,1.0,3.0,4.0,0.0,1.0
221,1.0,3.0,4.0,1.0,2.0
222,1.0,3.0,4.0,2.0,2.0
223,1.0,3.0,4.0,3.0,2.0
224,1.0,3.0,4.0,4.0,2.0
225,1.0,4.0,0.0,0.0,1.0
226,1.0,4.0,0.0,1.0,1.0
227,1.0,4.0,0.0,2.0,1.0
228,1.0,4.0,0.0,3.0,1.0
229,1.0,4.0,0.0,4.0,1.0
230,1.0,4.0,1.0,0.0,1.0
231,1.0,4.0,1.0,1.0,1.0
232,1.0,4.0,1.0,2.0,1.0
233,1.0,4.0,1.0,3.0,1.0
234,1.0,4.0,1.0,4.0,0.0
235,1.0,4.0,2.0,0.0,1.0
236,1.0,4.0,2.0,1.0,1.0
237,1.0,4.0,2.0,2.0,1.0
238,1.0,4.0,2.0,3.0,2.0
239,1.0,4.0,2.0,4.0,2.0
240,1.0,4.0,3.0,0.0,1.0
241,1.0,4.0,3.0,1.0,1.0
242,1.0,4.0,3.0,2.0,2.0
243,1.0,4.0,3.0,3.0,2.0
244,1.0,4.0,3.0,4.0,2.0
245,1.0,4.0,4.0,0.0,1.0
246,1.0,4.0,4.0,1.0,0.0
247,1.0,4.0,4.0,2.0,2.0
248,1.0,4.0,4.0,3.0,2.0
249,1.0,4.0,4.0,4.0,2.0
250,2.0,0.0,0.0,0.0,1.0
251,2.0,0.0,0.0,1.0,1.0
252,2.0,0.0,0.0,2.0,0.0
253,2.0,0.0,0.0,3.0,2.0
254,2.0,0.0,0.0,4.0,2.0
255,2.0,0.0,1.0,0.0,1.0
256,2.0,0.0,1.0,1.0,2.0
257,2.0,0.0,1.0,2.0,2.0
258,2.0,0.0,1.0,3.0,2.0
259,2.0,0.0,1.0,4.0,2.0
260,2.0,0.0,2.0,0.0,0.0
261,2.0,0.0,2.0,1.0,2.0
262,2.0,0.0,2.0,2.0,2.0
263,2.0,0.0,2.0,3.0,2.0
264,2.0,0.0,2.0,4.0,2.0
265,2.0,0.0,3.0,0.0,2.0
266,2.0,0.0,3.0,1.0,2.0
267,2.0,0.0,3.0,2.0,2.0
268,2.0,0.0,3.0,3.0,2.0
269,2.0,0.0,3.0,4.0,2.0
270,2.0,0.0,4.0,0.0,2.0
271,2.0,0.0,4.0,1.0,2.0
272,2.0,0.0,4.0,2.0,2.0
273,2.0,0.0,4.0,3.0,2.0
274,2.0,0.0,4.0,4.0,2.0
275,2.0,1.0,0.0,0.0,1.0
276,2.0,1.0,0.0,1.0,1.0
277,2.0,1.0,0.0,2.0,1.0
278,2.0,1.0,0.0,3.0,1.0
279,2.0,1.0,0.0,4.0,1.0
280,2.0,1.0,1.0,0.0,1.0
281,2.0,1.0,1.0,1.0,1.0
282,2.0,1.0,1.0,2.0,0.0
283,2.0,1.0,1.0,3.0,2.0
284,2.0,1.0,1.0,4.0,2.0
285,2.0,1.0,2.0,0.0,1.0
286,2.0,1.0,2.0,1.0,0.0
287,2.0,1.0,2.0,2.0,2.0
288,2.0,1.0,2.0,3.0,2.0
289,2.0,1.0,2.0,4.0,2.0
290,2.0,1.0,3.0,0.0,1.0
291,2.0,1.0,3.0,1.0,2.0
292,2.0,1.0,3.0,2.0,2.0
293,2.0,1.0,3.0,3.0,2.0
294,2.0,1.0,3.0,4.0,2.0
295,2.0,1.0,4.0,0.0,1.0
296,2.0,1.0,4.0,1.0,2.0
297,2.0,1.0,4.0,2.0,2.0
298,2.0,1.0,4.0,3.0,2.0
299,2.0,1.0,4.0,4.0,2.0
300,2.0,2.0,0.0,0.0,1.0
301,2.0,2.0,0.0,1.0,1.0
302,2.0,2.0,0.0,2.0,1.0
303,2.0,2.0,0.0,3.0,1.0
304,2.0,2.0,0.0,4.0,1.0
305,2.0,2.0,1.0,0.0,1.0
306,2.0,2.0,1.0,1.0,1.0
307,2.0,2.0,1.0,2.0,1.0
308,2.0,2.0,1.0,3.0,1.0
309,2.0,2.0,1.0,4.0,2.0
310,2.0,2.0,2.0,0.0,1.0
311,2.0,2.0,2.0,1.0,1.0
312,2.0,2.0,2.0,2.0,0.0
313,2.0,2.0,2.0,3.0,2.0
314,2.0,2.0,2.0,4.0,2.0
315,2.0,2.0,3.0,0.0,1.0
316,2.0,2.0,3.0,1.0,1.0
317,2.0,2.0,3.0,2.0,2.0
318,2.0,2.0,3.0,3.0,2.0
319,2.0,2.0,3.0,4.0,2.0
320,2.0,2.0,4.0,0.0,1.0
321,2.0,2.0,4.0,1.0,2.0
322,2.0,2.0,4.0,2.0,2.0
323,2.0,2.0,4.0,3.0,2.0
324,2.0,2.0,4.0,4.0,2.0
325,2.0,3.0,0.0,0.0,1.0
326,2.0,3.0,0.0,1.0,1.0
327,2.0,3.0,0.0,2.0,1.0
328,2.0,3.0,0.0,3.0,1.0
329,2.0,3.0,0.0,4.0,1.0
330,2.0,3.0,1.0,0.0,1.0
331,2.0,3.0,1.0,1.0,1.0
332,2.0,3.0,1.0,2.0,1.0
333,2.0,3.0,1.0,3.0,1.0
334,2.0,3.0,1.0,4.0,1.0
335,2.0,3.0,2.0,0.0,1.0
336,2.0,3.0,2.0,1.0,1.0
337,2.0,3.0,2.0,2.0,1.0
338,2.0,3.0,2.0,3.0,0.0
339,2.0,3.0,2.0,4.0,2.0
340,2.0,3.0,3.0,0.0,1.0
341,2.0,3.0,3.0,1.0,1.0
342,2.0,3.0,3.0,2.0,0.0
343,2.0,3.0,3.0,3.0,2.0
344,2.0,3.0,3.0,4.0,2.0
345,2.0,3.0,4.0,0.0,1.0
346,2.0,3.0,4.0,1.0,1.0
347,2.0,3.0,4.0,2.0,2.0
348,2.0,3.0,4.0,3.0,2.0
349,2.0,3.0,4.0,4.0,2.0
350,2.0,4.0,0.0,0.0,1.0
351,2.0,4.0,0.0,1.0,1.0
352,2.0,4.0,0.0,2.0,1.0
353,2.0,4.0,0.0,3.0,1.0
354,2.0,4.0,0.0,4.0,1.0
355,2.0,4.0,1.0,0.0,1.0
356,2.0,4.0,1.0,1.0,1.0
357,2.0,4.0,1.0,2.0,1.0
358,2.0,4.0,1.0,3.0,1.0
359,2.0,4.0,1.0,4.0,1.0
360,2.0,4.0,2.0,0.0,1.0
361,2.0,4.0,2.0,1.0,1.0
362,2.0,4.0,2.0,2.0,1.0
363,2.0,4.0,2.0,3.0,1.0
364,2.0,4.0,2.0,4.0,0.0
365,2.0,4.0,3.0,0.0,1.0
366,2.0,4.0,3.0,1.0,1.0
367,2.0,4.0,3.0,2.0,1.0
368,2.0,4.0,3.0,3.0,2.0
369,2.0,4.0,3.0,4.0,2.0
370,2.0,4.0,4.0,0.0,1.0
371,2.0,4.0,4.0,1.0,1.0
372,2.0,4.0,4.0,2.0,0.0
373,2.0,4.0,4.0,3.0,2.0
374,2.0,4.0,4.0,4.0,2.0
375,3.0,0.0,0.0,0.0,1.0
376,3.0,0.0,0.0,1.0,1.0
377,3.0,0.0,0.0,2.0,1.0
378,3.0,0.0,0.0,3.0,0.0
379,3.0,0.0,0.0,4.0,2.0
380,3.0,0.0,1.0,0.0,1.0
381,3.0,0.0,1.0,1.0,0.0
382,3.0,0.0,1.0,2.0,2.0
383,3.0,0.0,1.0,3.0,2.0
384,3.0,0.0,1.0,4.0,2.0
385,3.0,0.0,2.0,0.0,1.0
386,3.0,0.0,2.0,1.0,2.0
387,3.0,0.0,2.0,2.0,2.0
388,3.0,0.0,2.0,3.0,2.0
389,3.0,0.0,2.0,4.0,2.0
390,3.0,0.0,3.0,0.0,0.0
391,3.0,0.0,3.0,1.0,2.0
392,3.0,0.0,3.0,2.0,2.0
393,3.0,0.0,3.0,3.0,2.0
394,3.0,0.0,3.0,4.0,2.0
395,3.0,0.0,4.0,0.0,2.0
396,3.0,0.0,4.0,1.0,2.0
397,3.0,0.0,4.0,2.0,2.0
398,3.0,0.0,4.0,3.0,2.0
399,3.0,0.0,4.0,4.0,2.0
400,3.0,1.0,0.0,0.0,1.0
401,3.0,1.0,0.0,1.0,1.0
402,3.0,1.0,0.0,2.0,1.0
403,3.0,1.0,0.0,3.0,1.0
404,3.0,1.0,0.0,4.0,1.0
405,3.0,1.0,1.0,0.0,1.0
406,3.0,1.0,1.0,1.0,1.0
407,3.0,1.0,1.0,2.0,1.0
408,3.0,1.0,1.0,3.0,0.0
409,3.0,1.0,1.0,4.0,2.0
410,3.0,1.0,2.0,0.0,1.0
411,3.0,1.0,2.0,1.0,1.0
412,3.0,1.0,2.0,2.0,2.0
413,3.0,1.0,2.0,3.0,2.0
414,3.0,1.0,2.0,4.0,2.0
415,3.0,1.0,3.0,0.0,1.0
416,3.0,1.0,3.0,1.0,0.0
417,3.0,1.0,3.0,2.0,2.0
418,3.0,1.0,3.0,3.0,2.0
419,3.0,1.0,3.0,4.0,2.0
420,3.0,1.0,4.0,0.0,1.0
421,3.0,1.0,4.0,1.0,2.0
422,3.0,1.0,4.0,2.0,2.0
423,3.0,1.0,4.0,3.0,2.0
424,3.0,1.0,4.0,4.0,2.0
425,3.0,2.0,0.0,0.0,1.0
426,3.0,2.0,0.0,1.0,1.0
427,3.0,2.0,0.0,2.0,1.0
428,3.0,2.0,0.0,3.0,1.0
429,3.0,2.0,0.0,4.0,1.0
430,3.0,2.0,1.0,0.0,1.0
431,3.0,2.0,1.0,1.0,1.0
432,3.0,2.0,1.0,2.0,1.0
433,3.0,2.0,1.0,3.0,1.0
434,3.0,2.0,1.0,4.0,1.0
435,3.0,2.0,2.0,0.0,1.0
436,3.0,2.0,2.0,1.0,1.0
437,3.0,2.0,2.0,2.0,1.0
438,3.0,2.0,2.0,3.0,0.0
439,3.0,2.0,2.0,4.0,2.0
440,3.0,2.0,3.0,0.0,1.0
441,3.0,2.0,3.0,1.0,1.0
442,3.0,2.0,3.0,2.0,0.0
443,3.0,2.0,3.0,3.0,2.0
444,3.0,2.0,3.0,4.0,2.0
445,3.0,2.0,4.0,0.0,1.0
446,3.0,2.0,4.0,1.0,1.0
447,3.0,2.0,4.0,2.0,2.0
448,3.0,2.0,4.0,3.0,2.0
449,3.0,2.0,4.0,4.0,2.0
450,3.0,3.0,0.0,0.0,1.0
451,3.0,3.0,0.0,1.0,1.0
452,3.0,3.0,0.0,2.0,1.0
453,3.0,3.0,0.0,3.0,1.0
454,3.0,3.0,0.0,4.0,1.0
455,3.0,3.0,1.0,0.0,1.0
456,3.0,3.0,1.0,1.0,1.0
457,3.0,3.0,1.0,2.0,1.0
458,3.0,3.0,1.0,3.0,1.0
459,3.0,3.0,1.0,4.0,1.0
460,3.0,3.0,2.0,0.0,1.0
461,3.0,3.0,2.0,1.0,1.0
462,3.0,3.0,2.0,2.0,1.0
463,3.0,3.0,2.0,3.0,1.0
464,3.0,3.0,2.0,4.0,1.0
465,3.0,3.0,3.0,0.0,1.0
466,3.0,3.0,3.0,1.0,1.0
467,3.0,3.0,3.0,2.0,1.0
468,3.0,3.0,3.0,3.0,0.0
469,3.0,3.0,3.0,4.0,2.0
470,3.0,3.0,4.0,0.0,1.0
471,3.0,3.0,4.0,1.0,1.0
472,3.0,3.0,4.0,2.0,1.0
473,3.0,3.0,4.0,3.0,2.0
474,3.0,3.0,4.0,4.0,2.0
475,3.0,4.0,0.0,0.0,1.0
476,3.0,4.0,0.0,1.0,1.0
477,3.0,4.0,0.0,2.0,1.0
478,3.0,4.0,0.0,3.0,1.0
479,3.0,4.0,0.0,4.0,1.0
480,3.0,4.0,1.0,0.0,1.0
481,3.0,4.0,1.0,1.0,1.0
482,3.0,4.0,1.0,2.0,1.0
483,3.0,4.0,1.0,3.0,1.0
484,3.0,4.0,1.0,4.0,1.0
485,3.0,4.0,2.0,0.0,1.0
486,3.0,4.0,2.0,1.0,1.0
487,3.0,4.0,2.0,2.0,1.0
488,3.0,4.0,2.0,3.0,1.0
489,3.0,4.0,2.0,4.0,1.0
490,3.0,4.0,3.0,0.0,1.0
491,3.0,4.0,3.0,1.0,1.0
492,3.0,4.0,3.0,2.0,1.0
493,3.0,4.0,3.0,3.0,1.0
494,3.0,4.0,3.0,4.0,0.0
495,3.0,4.0,4.0,0.0,1.0
496,3.0,4.0,4.0,1.0,1.0
497,3.0,4.0,4.0,2.0,1.0
498,3.0,4.0,4.0,3.0,0.0
499,3.0,4.0,4.0,4.0,2.0
500,4.0,0.0,0.0,0.0,1.0
501,4.0,0.0,0.0,1.0,1.0
502,4.0,0.0,0.0,2.0,1.0
503,4.0,0.0,0.0,3.0,1.0
504,4.0,0.0,0.0,4.0,0.0
505,4.0,0.0,1.0,0.0,1.0
506,4.0,0.0,1.0,1.0,1.0
507,4.0,0.0,1.0,2.0,2.0
508,4.0,0.0,1.0,3.0,2.0
509,4.0,0.0,1.0,4.0,2.0
510,4.0,0.0,2.0,0.0,1.0
511,4.0,0.0,2.0,1.0,2.0
512,4.0,0.0,2.0,2.0,2.0
513,4.0,0.0,2.0,3.0,2.0
514,4.0,0.0,2.0,4.0,2.0
515,4.0,0.0,3.0,0.0,1.0
516,4.0,0.0,3.0,1.0,2.0
517,4.0,0.0,3.0,2.0,2.0
518,4.0,0.0,3.0,3.0,2.0
519,4.0,0.0,3.0,4.0,2.0
520,4.0,0.0,4.0,0.0,0.0
521,4.0,0.0,4.0,1.0,2.0
522,4.0,0.0,4.0,2.0,2.0
523,4.0,0.0,4.0,3.0,2.0
524,4.0,0.0,4.0,4.0,2.0
525,4.0,1.0,0.0,0.0,1.0
526,4.0,1.0,0.0,1.0,1.0
527,4.0,1.0,0.0,2.0,1.0
528,4.0,1.0,0.0,3.0,1.0
529,4.0,1.0,0.0,4.0,1.0
530,4.0,1.0,1.0,0.0,1.0
531,4.0,1.0,1.0,1.0,1.0
532,4.0,1.0,1.0,2.0,1.0
533,4.0,1.0,1.0,3.0,1.0
534,4.0,1.0,1.0,4.0,0.0
535,4.0,1.0,2.0,0.0,1.0
536,4.0,1.0,2.0,1.0,1.0
537,4.0,1.0,2.0,2.0,1.0
538,4.0,1.0,2.0,3.0,2.0
539,4.0,1.0,2.0,4.0,2.0
540,4.0,1.0,3.0,0.0,1.0
541,4.0,1.0,3.0,1.0,1.0
542,4.0,1.0,3.0,2.0,2.0
543,4.0,1.0,3.0,3.0,2.0
544,4.0,1.0,3.0,4.0,2.0
545,4.0,1.0,4.0,0.0,1.0
546,4.0,1.0,4.0,1.0,0.0
547,4.0,1.0,4.0,2.0,2.0
548,4.0,1.0,4.0,3.0,2.0
549,4.0,1.0,4.0,4.0,2.0
550,4.0,2.0,0.0,0.0,1.0
551,4.0,2.0,0.0,1.0,1.0
552,4.0,2.0,0.0,2.0,1.0
553,4.0,2.0,0.0,3.0,1.0
554,4.0,2.0,0.0,4.0,1.0
555,4.0,2.0,1.0,0.0,1.0
556,4.0,2.0,1.0,1.0,1.0
557,4.0,2.0,1.0,2.0,1.0
558,4.0,2.0,1.0,3.0,1.0
559,4.0,2.0,1.0,4.0,1.0
560,4.0,2.0,2.0,0.0,1.0
561,4.0,2.0,2.0,1.0,1.0
562,4.0,2.0,2.0,2.0,1.0
563,4.0,2.0,2.0,3.0,1.0
564,4.0,2.0,2.0,4.0,0.0
565,4.0,2.0,3.0,0.0,1.0
566,4.0,2.0,3.0,1.0,1.0
567,4.0,2.0,3.0,2.0,1.0
568,4.0,2.0,3.0,3.0,2.0
569,4.0,2.0,3.0,4.0,2.0
570,4.0,2.0,4.0,0.0,1.0
571,4.0,2.0,4.0,1.0,1.0
572,4.0,2.0,4.0,2.0,0.0
573,4.0,2.0,4.0,3.0,2.0
574,4.0,2.0,4.0,4.0,2.0
575,4.0,3.0,0.0,0.0,1.0
576,4.0,3.0,0.0,1.0,1.0
577,4.0,3.0,0.0,2.0,1.0
578,4.0,3.0,0.0,3.0,1.0
579,4.0,3.0,0.0,4.0,1.0
580,4.0,3.0,1.0,0.0,1.0
581,4.0,3.0,1.0,1.0,1.0
582,4.0,3.0,1.0,2.0,1.0
583,4.0,3.0,1.0,3.0,1.0
584,4.0,3.0,1.0,4.0,1.0
585,4.0,3.0,2.0,0.0,1.0
586,4.0,3.0,2.0,1.0,1.0
587,4.0,3.0,2.0,2.0,1.0
588,4.0,3.0,2.0,3.0,1.0
589,4.0,3.0,2.0,4.0,1.0
590,4.0,3.0,3.0,0.0,1.0
591,4.0,3.0,3.0,1.0,1.0
592,4.0,3.0,3.0,2.0,1.0
593,4.0,3.0,3.0,3.0,1.0
594,4.0,3.0,3.0,4.0,0.0
595,4.0,3.0,4.0,0.0,1.0
596,4.0,3.0,4.0,1.0,1.0
597,4.0,3.0,4.0,2.0,1.0
598,4.0,3.0,4.0,3.0,0.0
599,4.0,3.0,4.0,4.0,2.0
600,4.0,4.0,0.0,0.0,1.0
601,4.0,4.0,0.0,1.0,1.0
602,4.0,4.0,0.0,2.0,1.0
603,4.0,4.0,0.0,3.0,1.0
604,4.0,4.0,0.0,4.0,1.0
605,4.0,4.0,1.0,0.0,1.0
606,4.0,4.0,1.0,1.0,1.0
607,4.0,4.0,1.0,2.0,1.0
608,4.0,4.0,1.0,3.0,1.0
609,4.0,4.0,1.0,4.0,1.0
610,4.0,4.0,2.0,0.0,1.0
611,4.0,4.0,2.0,1.0,1.0
612,4.0,4.0,2.0,2.0,1.0
613,4.0,4.0,2.0,3.0,1.0
614,4.0,4.0,2.0,4.0,1.0
615,4.0,4.0,3.0,0.0,1.0
616,4.0,4.0,3.0,1.0,1.0
617,4.0,4.0,3.0,2.0,1.0
618,4.0,4.0,3.0,3.0,1.0
619,4.0,4.0,3.0,4.0,1.0
620,4.0,4.0,4.0,0.0,1.0
621,4.0,4.0,4.0,1.0,1.0
622,4.0,4.0,4.0,2.0,1.0
623,4.0,4.0,4.0,3.0,1.0
624,4.0,4.0,4.0,4.0,0.0
